zona_id,zona_x,zona_y,area_ha,sin_cambio_px,sin_cambio_ha,sin_cambio_pct,urbanizacion_px,urbanizacion_ha,urbanizacion_pct,perdida_vegetacion_px,perdida_vegetacion_ha,perdida_vegetacion_pct,ganancia_vegetacion_px,ganancia_vegetacion_ha,ganancia_vegetacion_pct,nuevo_cuerpo_agua_px,nuevo_cuerpo_agua_ha,nuevo_cuerpo_agua_pct,perdida_agua_px,perdida_agua_ha,perdida_agua_pct,pixeles_validos,cambio_total_ha,cambio_total_pct,indice_transformacion
Z_07_03,7,3,1.963843042988554e-08,12088,120.88,49.671268902038136,4713,47.13,19.3663708086785,2939,29.39,12.076758711374096,4596,45.96,18.88560157790927,0,0.0,0.0,0,0.0,0.0,24336,122.48000000000002,623675096832.6437,30.56000000000001
Z_07_04,7,4,1.963843042988554e-08,18817,188.17000000000002,77.32166337935568,2323,23.23,9.545529257067718,2080,20.8,8.547008547008547,1116,11.16,4.585798816568047,0,0.0,0.0,0,0.0,0.0,24336,55.19,281030605765.7871,32.870000000000005
Z_07_05,7,5,1.963843042988554e-08,21200,212.0,87.11374095989481,255,2.5500000000000003,1.0478303747534516,1294,12.94,5.317225509533202,1587,15.870000000000001,6.52120315581854,0,0.0,0.0,0,0.0,0.0,24336,31.36,159686896119.1354,-0.3800000000000008
Z_07_06,7,6,1.963843042988554e-08,15899,158.99,65.33119658119658,2558,25.580000000000002,10.511176857330703,3257,32.57,13.383464825772519,2622,26.22,10.774161735700197,0,0.0,0.0,0,0.0,0.0,24336,84.37,429616818417.4571,31.930000000000007
Z_07_07,7,7,1.963843042988554e-08,16552,165.52,68.01446416831033,2060,20.6,8.46482577251808,3122,31.220000000000002,12.828731097961867,2602,26.02,10.691978961209731,0,0.0,0.0,0,0.0,0.0,24336,77.84,396365688581.42535,25.800000000000008
Z_07_08,7,8,1.963843042988554e-08,12955,129.55,53.233892176199866,5800,58.0,23.83300460223537,4342,43.42,17.84188034188034,1239,12.39,5.091222879684418,0,0.0,0.0,0,0.0,0.0,24336,113.81,579526965794.6046,89.03
Z_07_09,7,9,1.963843042988554e-08,16698,166.98,68.61439842209073,1583,15.83,6.504766600920447,4038,40.38,16.592702169625248,2017,20.17,8.288132807363576,0,0.0,0.0,0,0.0,0.0,24336,76.38,388931285892.20544,36.04
Z_08_00,8,0,1.963843042988554e-08,15783,157.83,64.85453648915187,2915,29.150000000000002,11.978139381985535,3146,31.46,12.927350427350428,2492,24.92,10.239973701512163,0,0.0,0.0,0,0.0,0.0,24336,85.53,435523604115.7414,35.69
Z_08_01,8,1,1.963843042988554e-08,15726,157.26,64.62031558185404,2059,20.59,8.460716633793556,2348,23.48,9.648257725180802,4203,42.03,17.2707100591716,0,0.0,0.0,0,0.0,0.0,24336,86.1,438426076398.5191,2.039999999999999
Z_08_02,8,2,1.963843042988554e-08,16705,167.05,68.6431623931624,2513,25.13,10.326265614727154,2300,23.0,9.451019066403681,2818,28.18,11.579552925706771,0,0.0,0.0,0,0.0,0.0,24336,76.31,388574841927.6538,19.949999999999996
Z_08_03,8,3,1.963843042988554e-08,17039,170.39000000000001,70.01561472715319,700,7.0,2.876397107166338,1268,12.68,5.210387902695595,5329,53.29,21.897600262984877,0,0.0,0.0,0,0.0,0.0,24336,72.97,371567372761.90405,-33.61
Z_08_04,8,4,1.963843042988554e-08,15693,156.93,64.48471400394477,3501,35.01,14.386094674556213,2007,20.07,8.247041420118343,3135,31.35,12.88214990138067,0,0.0,0.0,0,0.0,0.0,24336,86.43,440106455088.5482,23.729999999999997
Z_08_05,8,5,1.963843042988554e-08,23321,233.21,95.82922419460881,84,0.84,0.34516765285996054,618,6.18,2.5394477317554243,313,3.13,1.2861604207758055,0,0.0,0.0,0,0.0,0.0,24336,10.149999999999999,51684374859.988014,3.8899999999999997
Z_08_06,8,6,1.963843042988554e-08,24270,242.70000000000002,99.72879684418146,7,0.07,0.02876397107166338,52,0.52,0.21367521367521367,7,0.07,0.02876397107166338,0,0.0,0.0,0,0.0,0.0,24336,0.6600000000000001,3360757380.0583353,0.52
Z_08_07,8,7,1.963843042988554e-08,20721,207.21,85.14546351084813,443,4.43,1.8203484549638396,1700,17.0,6.985535831689678,1472,14.72,6.0486522024983564,0,0.0,0.0,0,0.0,0.0,24336,36.15,184077847407.7406,6.709999999999999
Z_08_08,8,8,1.963843042988554e-08,20062,200.62,82.43754109138725,1145,11.450000000000001,4.704963839579224,1811,18.11,7.441650230111769,1318,13.18,5.415844838921762,0,0.0,0.0,0,0.0,0.0,24336,42.74,217634500641.9594,16.380000000000003
Z_08_09,8,9,1.963843042988554e-08,17067,170.67000000000002,70.13067061143984,1407,14.07,5.781558185404339,2291,22.91,9.414036817882971,3568,35.68,14.661406969099277,0,0.0,0.0,3,0.03,0.01232741617357002,24336,72.66,369988835204.6039,1.3000000000000043
Z_09_00,9,0,1.963843042988554e-08,18780,187.8,77.16962524654832,1248,12.48,5.128205128205129,2055,20.55,8.444280078895464,2253,22.53,9.257889546351084,0,0.0,0.0,0,0.0,0.0,24336,55.56,282914666721.27435,10.5
Z_09_01,9,1,1.963843042988554e-08,14398,143.98,59.16337935568705,361,3.61,1.4833990795529257,3094,30.94,12.713675213675213,6483,64.83,26.639546351084814,0,0.0,0.0,0,0.0,0.0,24336,99.38,506048588530.6019,-30.279999999999994
Z_09_02,9,2,1.963843042988554e-08,20749,207.49,85.26051939513478,362,3.62,1.487508218277449,1499,14.99,6.159598948060487,1725,17.25,7.088264299802761,1,0.01,0.00410913872452334,0,0.0,0.0,24336,35.86,182601150983.1695,1.3599999999999994
Z_09_03,9,3,1.963843042988554e-08,24170,241.70000000000002,99.31788297172912,21,0.21,0.08629191321499013,34,0.34,0.13971071663379356,111,1.11,0.4561143984220907,0,0.0,0.0,0,0.0,0.0,24336,1.6600000000000001,8452814016.510356,-0.56
Z_09_04,9,4,1.963843042988554e-08,24336,243.36,100.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,24336,0.0,0.0,0.0
Z_09_05,9,5,1.963843042988554e-08,24336,243.36,100.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,24336,0.0,0.0,0.0
Z_09_06,9,6,1.963843042988554e-08,19386,193.86,79.65976331360947,3112,31.12,12.787639710716634,1369,13.69,5.625410913872452,469,4.69,1.9271860618014465,0,0.0,0.0,0,0.0,0.0,24336,49.5,252056803504.3751,40.120000000000005
Z_09_07,9,7,1.963843042988554e-08,21380,213.8,87.853385930309,440,4.4,1.8080210387902695,1770,17.7,7.273175542406312,746,7.46,3.0654174884944116,0,0.0,0.0,0,0.0,0.0,24336,29.560000000000002,150521194173.52176,14.64
Z_09_08,9,8,1.963843042988554e-08,21863,218.63,89.83809993425378,120,1.2,0.4930966469428008,992,9.92,4.076265614727153,1358,13.58,5.580210387902696,0,0.0,0.0,3,0.03,0.01232741617357002,24336,24.7,125773798920.36494,-2.460000000000001
